#twotheta, yobs, ycal, bkg, diff
2.479000e+001,7.019926e+003,6.983031e+003,6.925899e+003,3.689492e+001
2.480000e+001,6.966556e+003,6.976310e+003,6.921226e+003,-9.754172e+000
2.481000e+001,6.934339e+003,6.969728e+003,6.916557e+003,-3.538858e+001
2.482000e+001,6.955531e+003,6.963274e+003,6.911891e+003,-7.742340e+000
2.483000e+001,7.015820e+003,6.956937e+003,6.907228e+003,5.888376e+001
2.484000e+001,7.078593e+003,6.950707e+003,6.902569e+003,1.278859e+002
2.485000e+001,7.047327e+003,6.944578e+003,6.897913e+003,1.027487e+002
2.486000e+001,7.034145e+003,6.938541e+003,6.893261e+003,9.560432e+001
2.487000e+001,7.085174e+003,6.932589e+003,6.888612e+003,1.525855e+002
2.488000e+001,7.033556e+003,6.926716e+003,6.883966e+003,1.068399e+002
2.489000e+001,6.827930e+003,6.920918e+003,6.879324e+003,-9.298795e+001
2.490000e+001,6.947272e+003,6.915188e+003,6.874685e+003,3.208425e+001
2.491000e+001,6.983484e+003,6.909522e+003,6.870050e+003,7.396182e+001
2.492000e+001,6.854476e+003,6.903917e+003,6.865418e+003,-4.944040e+001
2.493000e+001,7.030836e+003,6.898367e+003,6.860789e+003,1.324692e+002
2.494000e+001,6.922593e+003,6.892871e+003,6.856164e+003,2.972252e+001
2.495000e+001,6.911745e+003,6.887424e+003,6.851543e+003,2.432058e+001
2.496000e+001,7.033096e+003,6.882024e+003,6.846924e+003,1.510722e+002
2.497000e+001,6.889892e+003,6.876668e+003,6.842309e+003,1.322393e+001
2.498000e+001,6.812232e+003,6.871354e+003,6.837697e+003,-5.912207e+001
2.499000e+001,6.904580e+003,6.866079e+003,6.833089e+003,3.850040e+001
2.500000e+001,6.867890e+003,6.860842e+003,6.828484e+003,7.048321e+000
2.501000e+001,6.852625e+003,6.855640e+003,6.823883e+003,-3.014804e+000
2.502000e+001,7.050189e+003,6.850472e+003,6.819285e+003,1.997175e+002
2.503000e+001,6.840164e+003,6.845335e+003,6.814690e+003,-5.171671e+000
2.504000e+001,6.848432e+003,6.840230e+003,6.810099e+003,8.202022e+000
2.505000e+001,6.850425e+003,6.835153e+003,6.805511e+003,1.527176e+001
2.506000e+001,6.860331e+003,6.830104e+003,6.800927e+003,3.022674e+001
2.507000e+001,6.882317e+003,6.825082e+003,6.796346e+003,5.723455e+001
2.508000e+001,6.871180e+003,6.820086e+003,6.791768e+003,5.109431e+001
2.509000e+001,6.831672e+003,6.815114e+003,6.787194e+003,1.655845e+001
2.510000e+001,6.933658e+003,6.810166e+003,6.782623e+003,1.234926e+002
2.511000e+001,6.887102e+003,6.805240e+003,6.778056e+003,8.186222e+001
2.512000e+001,6.928225e+003,6.800336e+003,6.773492e+003,1.278891e+002
2.513000e+001,6.839582e+003,6.795453e+003,6.768931e+003,4.412825e+001
2.514000e+001,6.781007e+003,6.790591e+003,6.764374e+003,-9.584029e+000
2.515000e+001,6.802747e+003,6.785748e+003,6.759820e+003,1.699850e+001
2.516000e+001,6.771109e+003,6.780924e+003,6.755269e+003,-9.815052e+000
2.517000e+001,6.769915e+003,6.776119e+003,6.750722e+003,-6.204697e+000
2.518000e+001,6.722488e+003,6.771332e+003,6.746178e+003,-4.884430e+001
2.519000e+001,6.688257e+003,6.766562e+003,6.741638e+003,-7.830507e+001
2.520000e+001,6.791669e+003,6.761810e+003,6.737101e+003,2.985927e+001
2.521000e+001,6.765657e+003,6.757073e+003,6.732568e+003,8.583735e+000
2.522000e+001,6.748445e+003,6.752353e+003,6.728038e+003,-3.908165e+000
2.523000e+001,6.868319e+003,6.747649e+003,6.723511e+003,1.206700e+002
